,year,month,hour,pm2_5,dewp,temp,pres,cbwd,iws,is,ir,DiaDeLaSemana
19295,2012,3,23,55.0,-9,2.0,1028.0,SE,42.9,0,0,Wednesday
19296,2012,3,0,71.0,-9,0.0,1028.0,SE,46.03,0,0,Thursday
19297,2012,3,1,62.0,-8,0.0,1029.0,SE,47.82,0,0,Thursday
19298,2012,3,2,68.0,-8,-1.0,1028.0,SE,49.61,0,0,Thursday
19299,2012,3,3,54.0,-8,-2.0,1027.0,cv,0.89,0,0,Thursday
19300,2012,3,4,46.0,-10,-4.0,1027.0,NW,0.89,0,0,Thursday
19301,2012,3,5,54.0,-10,-5.0,1027.0,NW,2.68,0,0,Thursday
19302,2012,3,6,59.0,-8,-4.0,1028.0,NW,3.57,0,0,Thursday
19303,2012,3,7,60.0,-8,-4.0,1028.0,cv,0.45,0,0,Thursday
19304,2012,3,8,89.0,-8,0.0,1028.0,NE,1.79,0,0,Thursday
19305,2012,3,9,65.0,-9,3.0,1028.0,cv,0.89,0,0,Thursday
19306,2012,3,10,75.0,-11,5.0,1027.0,cv,2.68,0,0,Thursday
19307,2012,3,11,76.0,-11,7.0,1026.0,SE,1.79,0,0,Thursday
19308,2012,3,12,85.0,-12,8.0,1025.0,SE,3.58,0,0,Thursday
19309,2012,3,13,84.0,-12,9.0,1023.0,SE,5.37,0,0,Thursday
19310,2012,3,14,74.0,-13,10.0,1022.0,SE,8.5,0,0,Thursday
19311,2012,3,15,68.0,-7,10.0,1020.0,SE,12.52,0,0,Thursday
19312,2012,3,16,114.0,-6,9.0,1020.0,SE,15.65,0,0,Thursday
19313,2012,3,17,137.0,-6,9.0,1019.0,SE,18.78,0,0,Thursday
19314,2012,3,18,135.0,-5,9.0,1019.0,SE,20.57,0,0,Thursday
19315,2012,3,19,148.0,-4,8.0,1019.0,SE,23.7,0,0,Thursday
19316,2012,3,20,165.0,-1,8.0,1019.0,cv,0.89,0,1,Thursday
19317,2012,3,21,170.0,-2,7.0,1019.0,SE,3.13,0,0,Thursday
19318,2012,3,22,183.0,0,5.0,1019.0,SE,4.92,0,0,Thursday
19319,2012,3,23,176.0,2,4.0,1019.0,SE,8.05,0,1,Thursday
19320,2012,3,0,180.0,2,4.0,1018.0,SE,11.18,0,2,Friday
19321,2012,3,1,187.0,3,4.0,1018.0,SE,14.31,0,3,Friday
19322,2012,3,2,180.0,3,3.0,1016.0,SE,17.44,0,4,Friday
19323,2012,3,3,181.0,3,3.0,1016.0,SE,20.57,0,0,Friday
19324,2012,3,4,183.0,3,3.0,1014.0,SE,22.36,0,0,Friday
19325,2012,3,5,186.0,3,3.0,1014.0,NE,1.79,0,0,Friday
19326,2012,3,6,196.0,3,3.0,1014.0,SE,1.79,0,0,Friday
19327,2012,3,7,222.0,3,3.0,1014.0,SE,3.58,0,0,Friday
19328,2012,3,8,232.0,3,4.0,1014.0,cv,0.89,0,0,Friday
19329,2012,3,9,263.0,4,4.0,1014.0,cv,1.78,0,0,Friday
19330,2012,3,10,286.0,4,6.0,1014.0,NW,1.79,0,0,Friday
19331,2012,3,11,293.0,3,7.0,1013.0,cv,0.89,0,0,Friday
19332,2012,3,12,328.0,4,8.0,1012.0,SE,3.13,0,0,Friday
19333,2012,3,13,335.0,3,9.0,1012.0,cv,1.79,0,0,Friday
19334,2012,3,14,345.0,3,10.0,1010.0,SE,1.79,0,0,Friday
19335,2012,3,15,360.0,3,11.0,1010.0,SE,3.58,0,0,Friday
19336,2012,3,16,320.0,3,11.0,1010.0,SE,6.71,0,0,Friday
19337,2012,3,17,272.0,4,10.0,1010.0,SE,9.84,0,0,Friday
19338,2012,3,18,315.0,4,9.0,1010.0,SE,12.97,0,0,Friday
19339,2012,3,19,318.0,4,8.0,1011.0,SE,14.76,0,0,Friday
19340,2012,3,20,346.0,5,7.0,1012.0,SE,16.55,0,0,Friday
19341,2012,3,21,334.0,4,6.0,1012.0,cv,0.89,0,0,Friday
19342,2012,3,22,302.0,3,4.0,1013.0,NE,0.89,0,0,Friday
19343,2012,3,23,310.0,3,4.0,1013.0,SE,0.89,0,0,Friday
19344,2012,3,0,280.0,3,4.0,1013.0,cv,0.89,0,0,Saturday
19345,2012,3,1,250.0,4,4.0,1013.0,cv,1.78,0,0,Saturday
19346,2012,3,2,283.0,4,4.0,1012.0,SE,0.89,0,0,Saturday
19347,2012,3,3,268.0,4,4.0,1012.0,cv,0.89,0,0,Saturday
19348,2012,3,4,214.0,4,4.0,1012.0,SE,0.89,0,0,Saturday
19349,2012,3,5,201.0,4,4.0,1012.0,cv,0.89,0,0,Saturday
19350,2012,3,6,210.0,3,3.0,1012.0,SE,1.79,0,0,Saturday
19351,2012,3,7,185.0,3,3.0,1013.0,SE,3.58,0,0,Saturday
19352,2012,3,8,188.0,2,2.0,1013.0,SE,6.71,0,0,Saturday
19353,2012,3,9,175.0,2,2.0,1013.0,SE,9.84,0,0,Saturday
19354,2012,3,10,182.0,2,2.0,1013.0,SE,12.97,0,0,Saturday
19355,2012,3,11,191.0,3,3.0,1013.0,SE,16.1,0,0,Saturday
19356,2012,3,12,173.0,3,3.0,1013.0,SE,20.12,0,0,Saturday
19357,2012,3,13,184.0,3,3.0,1012.0,SE,24.14,0,0,Saturday
19358,2012,3,14,182.0,4,4.0,1012.0,SE,29.06,0,0,Saturday
19359,2012,3,15,181.0,4,4.0,1012.0,SE,33.08,0,0,Saturday
19360,2012,3,16,195.0,3,4.0,1012.0,SE,38.0,0,1,Saturday
19361,2012,3,17,245.0,3,4.0,1013.0,SE,42.02,0,0,Saturday
19362,2012,3,18,204.0,3,4.0,1014.0,SE,46.04,0,1,Saturday
19363,2012,3,19,211.0,3,4.0,1015.0,SE,49.17,0,2,Saturday
19364,2012,3,20,219.0,3,4.0,1016.0,SE,50.96,0,3,Saturday
19365,2012,3,21,185.0,3,4.0,1017.0,SE,52.75,0,4,Saturday
19366,2012,3,22,137.0,1,1.0,1018.0,SE,54.54,0,5,Saturday
19367,2012,3,23,120.0,0,0.0,1020.0,cv,0.89,1,0,Saturday
19368,2012,3,0,113.0,0,0.0,1021.0,cv,1.34,3,0,Sunday
19369,2012,3,1,107.0,0,0.0,1022.0,NE,5.81,4,0,Sunday
19370,2012,3,2,30.0,-1,-1.0,1022.0,NE,10.73,5,0,Sunday
19371,2012,3,3,21.0,-2,-1.0,1023.0,NE,16.54,6,0,Sunday
19372,2012,3,4,18.0,-4,-1.0,1024.0,NE,21.46,0,0,Sunday
19373,2012,3,5,25.0,-5,-1.0,1025.0,NE,24.59,0,0,Sunday
19374,2012,3,6,21.0,-5,-1.0,1025.0,NE,27.72,0,0,Sunday
19375,2012,3,7,17.0,-5,-1.0,1027.0,NE,30.85,0,0,Sunday
19376,2012,3,8,17.0,-7,-1.0,1027.0,NE,35.77,0,0,Sunday
19377,2012,3,9,16.0,-7,0.0,1029.0,NE,39.79,0,0,Sunday
19378,2012,3,10,15.0,-8,1.0,1029.0,NE,44.71,0,0,Sunday
19379,2012,3,11,15.0,-8,2.0,1029.0,NE,48.73,0,0,Sunday
19380,2012,3,12,21.0,-5,3.0,1029.0,cv,0.89,0,0,Sunday
19381,2012,3,13,26.0,-4,4.0,1028.0,NE,1.79,0,0,Sunday
19382,2012,3,14,26.0,-5,4.0,1027.0,cv,1.79,0,0,Sunday
19383,2012,3,15,39.0,-5,5.0,1026.0,SE,3.13,0,0,Sunday
19384,2012,3,16,43.0,-6,4.0,1027.0,cv,1.79,0,0,Sunday
19385,2012,3,17,39.0,-6,4.0,1027.0,SE,3.13,0,0,Sunday
19386,2012,3,18,65.0,-6,4.0,1027.0,SE,6.26,0,0,Sunday
19387,2012,3,19,76.0,-5,3.0,1027.0,SE,10.28,0,0,Sunday
19388,2012,3,20,80.0,-3,3.0,1027.0,NW,4.02,0,0,Sunday
19389,2012,3,21,86.0,-3,3.0,1027.0,SE,1.79,0,0,Sunday
19390,2012,3,22,74.0,-3,3.0,1028.0,SE,4.92,0,0,Sunday
19391,2012,3,23,68.0,-3,3.0,1028.0,cv,0.89,0,0,Sunday
19392,2012,3,0,69.0,-2,1.0,1028.0,SE,1.79,0,0,Monday
19393,2012,3,1,64.0,-2,1.0,1028.0,NE,1.79,0,0,Monday
19394,2012,3,2,69.0,-2,1.0,1028.0,NE,2.68,0,0,Monday
19395,2012,3,3,75.0,-1,1.0,1027.0,SE,0.89,0,0,Monday
19396,2012,3,4,87.0,-1,0.0,1027.0,NW,0.89,0,0,Monday
19397,2012,3,5,100.0,-2,0.0,1027.0,NW,1.78,0,0,Monday
19398,2012,3,6,97.0,-2,-1.0,1027.0,NE,0.89,0,0,Monday
19399,2012,3,7,102.0,-2,-1.0,1027.0,NE,1.78,0,0,Monday
19400,2012,3,8,76.0,-3,2.0,1028.0,NE,2.67,0,0,Monday
19401,2012,3,9,66.0,-2,4.0,1028.0,cv,0.89,0,0,Monday
19402,2012,3,10,86.0,-5,5.0,1028.0,cv,1.78,0,0,Monday
19403,2012,3,11,114.0,-7,6.0,1027.0,cv,3.57,0,0,Monday
19404,2012,3,12,150.0,-5,7.0,1026.0,cv,4.46,0,0,Monday
19405,2012,3,13,143.0,-3,6.0,1025.0,SE,1.79,0,0,Monday
19406,2012,3,14,154.0,-3,5.0,1024.0,SE,4.92,0,0,Monday
19407,2012,3,15,128.0,-3,5.0,1023.0,SE,8.05,0,0,Monday
19408,2012,3,16,114.0,-2,5.0,1023.0,SE,12.07,0,0,Monday
19409,2012,3,17,101.0,-2,5.0,1023.0,SE,16.09,0,0,Monday
19410,2012,3,18,91.0,-2,5.0,1023.0,SE,20.11,0,0,Monday
19411,2012,3,19,100.0,-2,4.0,1023.0,SE,23.24,0,0,Monday
19412,2012,3,20,100.0,-2,4.0,1023.0,cv,3.13,0,0,Monday
19413,2012,3,21,100.0,-2,4.0,1023.0,SE,3.13,0,0,Monday
19414,2012,3,22,95.0,-2,3.0,1024.0,SE,4.92,0,0,Monday
19415,2012,3,23,106.0,-2,3.0,1024.0,SE,8.05,0,0,Monday
19416,2012,3,0,125.0,-2,0.0,1024.0,cv,0.89,0,0,Tuesday
19417,2012,3,1,137.0,-2,-1.0,1024.0,SE,0.89,0,0,Tuesday
19418,2012,3,2,134.0,-2,-2.0,1024.0,NE,0.89,0,0,Tuesday
19419,2012,3,3,142.0,-1,-1.0,1024.0,cv,0.89,0,0,Tuesday
19420,2012,3,4,172.0,-1,-1.0,1024.0,cv,1.34,0,0,Tuesday
19421,2012,3,5,166.0,-2,-1.0,1024.0,NW,0.89,0,0,Tuesday
19422,2012,3,6,164.0,-3,-2.0,1024.0,NW,2.68,0,0,Tuesday
19423,2012,3,7,162.0,-2,-1.0,1025.0,NW,5.81,0,0,Tuesday
19424,2012,3,8,159.0,0,1.0,1026.0,NW,9.83,0,0,Tuesday
19425,2012,3,9,155.0,-1,4.0,1026.0,NW,12.96,0,0,Tuesday
19426,2012,3,10,166.0,-2,7.0,1026.0,NW,16.09,0,0,Tuesday
19427,2012,3,11,158.0,-4,8.0,1026.0,NW,19.22,0,0,Tuesday
19428,2012,3,12,107.0,-6,9.0,1025.0,NW,22.35,0,0,Tuesday
19429,2012,3,13,101.0,-7,11.0,1024.0,SE,1.79,0,0,Tuesday
19430,2012,3,14,129.0,-6,11.0,1023.0,SE,4.92,0,0,Tuesday
19431,2012,3,15,143.0,-4,11.0,1023.0,SE,8.94,0,0,Tuesday
19432,2012,3,16,104.0,-4,11.0,1022.0,SE,12.07,0,0,Tuesday
19433,2012,3,17,90.0,-4,10.0,1023.0,SE,16.09,0,0,Tuesday
19434,2012,3,18,79.0,-3,9.0,1023.0,SE,20.11,0,0,Tuesday
19435,2012,3,19,82.0,-3,6.0,1023.0,SE,23.24,0,0,Tuesday
19436,2012,3,20,94.0,-1,7.0,1023.0,SE,26.37,0,0,Tuesday
19437,2012,3,21,126.0,0,7.0,1023.0,SE,29.5,0,0,Tuesday
19438,2012,3,22,133.0,0,6.0,1023.0,SE,33.52,0,0,Tuesday
19439,2012,3,23,163.0,1,5.0,1023.0,SE,38.44,0,0,Tuesday
19440,2012,3,0,187.0,1,5.0,1023.0,SE,42.46,0,0,Wednesday
19441,2012,3,1,202.0,1,4.0,1024.0,SE,45.59,0,0,Wednesday
19442,2012,3,2,201.0,1,3.0,1023.0,SE,48.72,0,0,Wednesday
19443,2012,3,3,188.0,0,2.0,1022.0,SE,50.51,0,0,Wednesday
19444,2012,3,4,193.0,0,1.0,1022.0,SE,52.3,0,0,Wednesday
19445,2012,3,5,180.0,-1,1.0,1022.0,SE,54.09,0,0,Wednesday
19446,2012,3,6,193.0,-2,-1.0,1022.0,cv,0.45,0,0,Wednesday
19447,2012,3,7,217.0,-1,0.0,1021.0,SE,1.79,0,0,Wednesday
19448,2012,3,8,252.0,1,2.0,1022.0,NE,1.79,0,0,Wednesday
19449,2012,3,9,252.0,1,3.0,1022.0,SE,1.79,0,0,Wednesday
19450,2012,3,10,262.0,1,6.0,1021.0,cv,0.89,0,0,Wednesday
19451,2012,3,11,280.0,1,7.0,1021.0,cv,1.78,0,0,Wednesday
19452,2012,3,12,308.0,1,8.0,1020.0,cv,2.67,0,0,Wednesday
19453,2012,3,13,327.0,2,10.0,1018.0,cv,3.56,0,0,Wednesday
19454,2012,3,14,336.0,2,10.0,1018.0,NE,1.79,0,0,Wednesday
19455,2012,3,15,259.0,2,11.0,1017.0,NE,5.81,0,0,Wednesday
19456,2012,3,16,241.0,2,10.0,1017.0,NW,4.02,0,0,Wednesday
19457,2012,3,17,338.0,2,10.0,1017.0,NW,7.15,0,0,Wednesday
19458,2012,3,18,338.0,2,9.0,1017.0,NW,8.04,0,0,Wednesday
19459,2012,3,19,347.0,2,8.0,1017.0,NE,1.79,0,0,Wednesday
19460,2012,3,20,355.0,2,7.0,1017.0,NW,3.13,0,0,Wednesday
19461,2012,3,21,356.0,3,7.0,1018.0,cv,0.89,0,0,Wednesday
19462,2012,3,22,393.0,2,7.0,1019.0,NW,3.13,0,0,Wednesday
19463,2012,3,23,398.0,2,7.0,1019.0,cv,0.89,0,0,Wednesday
19464,2012,3,0,407.0,2,8.0,1019.0,NW,0.89,0,0,Thursday
19465,2012,3,1,378.0,2,7.0,1020.0,NW,2.68,0,0,Thursday
19466,2012,3,2,246.0,2,7.0,1020.0,cv,0.89,0,0,Thursday
19467,2012,3,3,260.0,2,6.0,1019.0,NW,3.13,0,0,Thursday
19468,2012,3,4,354.0,2,6.0,1020.0,cv,0.89,0,0,Thursday
19469,2012,3,5,269.0,2,6.0,1021.0,cv,1.34,0,0,Thursday
19470,2012,3,6,306.0,2,5.0,1022.0,NW,1.79,0,0,Thursday
19471,2012,3,7,306.0,3,5.0,1023.0,SE,1.79,0,0,Thursday
19472,2012,3,8,282.0,3,6.0,1024.0,SE,2.68,0,0,Thursday
19473,2012,3,9,212.0,1,8.0,1024.0,SE,4.47,0,0,Thursday
19474,2012,3,10,116.0,-1,9.0,1025.0,SE,8.49,0,0,Thursday
19475,2012,3,11,107.0,-2,9.0,1024.0,SE,12.51,0,0,Thursday
19476,2012,3,12,94.0,-2,11.0,1024.0,SE,16.53,0,0,Thursday
19477,2012,3,13,77.0,-5,11.0,1022.0,cv,4.92,0,0,Thursday
19478,2012,3,14,78.0,-6,11.0,1022.0,SE,4.02,0,0,Thursday
19479,2012,3,15,64.0,-6,12.0,1021.0,SE,8.04,0,0,Thursday
19480,2012,3,16,69.0,-6,11.0,1020.0,SE,12.06,0,0,Thursday
19481,2012,3,17,107.0,-7,10.0,1020.0,SE,16.08,0,0,Thursday
19482,2012,3,18,106.0,-2,9.0,1020.0,SE,21.0,0,0,Thursday
19483,2012,3,19,91.0,-1,9.0,1020.0,SE,25.92,0,0,Thursday
19484,2012,3,20,71.0,-1,8.0,1021.0,SE,30.84,0,0,Thursday
19485,2012,3,21,57.0,-3,8.0,1021.0,SE,34.86,0,0,Thursday
19486,2012,3,22,50.0,-3,6.0,1020.0,SE,37.99,0,0,Thursday
19487,2012,3,23,39.0,-4,6.0,1020.0,SE,41.12,0,0,Thursday
19488,2012,3,0,37.0,-5,7.0,1019.0,SE,46.04,0,0,Friday
19489,2012,3,1,41.0,-4,6.0,1017.0,SE,50.06,0,0,Friday
19490,2012,3,2,37.0,0,4.0,1017.0,SE,57.21,0,1,Friday
19491,2012,3,3,40.0,-1,4.0,1017.0,SE,61.23,0,2,Friday
19492,2012,3,4,50.0,0,3.0,1015.0,SE,63.02,0,3,Friday
19493,2012,3,5,54.0,1,2.0,1015.0,SE,64.81,0,0,Friday
19494,2012,3,6,56.0,1,2.0,1015.0,SE,66.6,0,0,Friday
19495,2012,3,7,67.0,1,1.0,1015.0,NE,1.79,0,0,Friday
19496,2012,3,8,81.0,2,3.0,1014.0,SE,1.79,0,0,Friday
19497,2012,3,9,79.0,1,7.0,1014.0,cv,3.13,0,0,Friday
19498,2012,3,10,18.0,-6,11.0,1012.0,NW,12.07,0,0,Friday
19499,2012,3,11,22.0,-6,12.0,1012.0,NW,25.93,0,0,Friday
19500,2012,3,12,18.0,-6,13.0,1012.0,NW,38.0,0,0,Friday
19501,2012,3,13,28.0,-9,14.0,1013.0,NW,51.86,0,0,Friday
19502,2012,3,14,15.0,-12,13.0,1014.0,NW,68.85,0,0,Friday
19503,2012,3,15,15.0,-14,13.0,1015.0,NW,84.05,0,0,Friday
19504,2012,3,16,11.0,-14,12.0,1015.0,NW,99.25,0,0,Friday
19505,2012,3,17,8.0,-14,12.0,1015.0,NW,114.45,0,0,Friday
19506,2012,3,18,10.0,-14,12.0,1015.0,NW,129.65,0,0,Friday
19507,2012,3,19,9.0,-13,10.0,1016.0,NW,144.85,0,0,Friday
19508,2012,3,20,10.0,-9,5.0,1017.0,cv,0.89,0,0,Friday
19509,2012,3,21,24.0,-8,2.0,1017.0,cv,1.78,0,0,Friday
19510,2012,3,22,20.0,-8,2.0,1017.0,cv,2.67,0,0,Friday
19511,2012,3,23,16.0,-8,2.0,1017.0,cv,3.56,0,0,Friday
19512,2012,3,0,14.0,-8,2.0,1017.0,cv,4.45,0,0,Saturday
19513,2012,3,1,18.0,-8,3.0,1018.0,NW,1.79,0,0,Saturday
19514,2012,3,2,26.0,-15,9.0,1018.0,NW,14.75,0,0,Saturday
19515,2012,3,3,27.0,-15,7.0,1018.0,NW,26.82,0,0,Saturday
19516,2012,3,4,27.0,-13,6.0,1018.0,NW,35.76,0,0,Saturday
19517,2012,3,5,16.0,-13,6.0,1018.0,NW,42.91,0,0,Saturday
19518,2012,3,6,12.0,-13,5.0,1019.0,NW,47.83,0,0,Saturday
19519,2012,3,7,15.0,-13,7.0,1019.0,NW,51.85,0,0,Saturday
19520,2012,3,8,15.0,-11,9.0,1019.0,NW,57.66,0,0,Saturday
19521,2012,3,9,13.0,-11,10.0,1020.0,NW,68.84,0,0,Saturday
19522,2012,3,10,19.0,-12,12.0,1020.0,NW,80.02,0,0,Saturday
19523,2012,3,11,16.0,-13,14.0,1019.0,NW,92.09,0,0,Saturday
19524,2012,3,12,20.0,-13,14.0,1019.0,NW,101.92,0,0,Saturday
19525,2012,3,13,12.0,-13,15.0,1019.0,NW,113.99,0,0,Saturday
19526,2012,3,14,12.0,-14,15.0,1018.0,NW,126.06,0,0,Saturday
19527,2012,3,15,12.0,-13,14.0,1018.0,NW,138.13,0,0,Saturday
19528,2012,3,16,10.0,-13,14.0,1017.0,NW,147.96,0,0,Saturday
19529,2012,3,17,17.0,-13,13.0,1017.0,NW,156.9,0,0,Saturday
19530,2012,3,18,8.0,-12,12.0,1018.0,NW,164.95,0,0,Saturday
19531,2012,3,19,11.0,-12,10.0,1018.0,NE,4.02,0,0,Saturday
19532,2012,3,20,17.0,-12,9.0,1020.0,NE,8.04,0,0,Saturday
19533,2012,3,21,21.0,-12,8.0,1021.0,cv,0.89,0,0,Saturday
19534,2012,3,22,46.0,-11,7.0,1021.0,SE,0.89,0,0,Saturday
19535,2012,3,23,45.0,-11,4.0,1022.0,cv,0.89,0,0,Saturday
19536,2012,3,0,31.0,-8,3.0,1023.0,cv,1.78,0,0,Sunday
19537,2012,3,1,40.0,-9,3.0,1023.0,cv,2.67,0,0,Sunday
19538,2012,3,2,11.0,-10,2.0,1024.0,NE,1.79,0,0,Sunday
19539,2012,3,3,13.0,-11,4.0,1024.0,NE,3.58,0,0,Sunday
19540,2012,3,4,15.0,-11,4.0,1024.0,NE,5.37,0,0,Sunday
19541,2012,3,5,13.0,-12,3.0,1025.0,cv,0.89,0,0,Sunday
19542,2012,3,6,16.0,-12,3.0,1025.0,cv,1.78,0,0,Sunday
19543,2012,3,7,25.0,-8,2.0,1026.0,cv,2.67,0,0,Sunday
19544,2012,3,8,22.0,-11,7.0,1026.0,NE,1.79,0,0,Sunday
19545,2012,3,9,21.0,-12,8.0,1026.0,cv,0.89,0,0,Sunday
19546,2012,3,10,22.0,-12,10.0,1026.0,cv,1.78,0,0,Sunday
19547,2012,3,11,20.0,-12,10.0,1026.0,cv,2.67,0,0,Sunday
19548,2012,3,12,21.0,-13,13.0,1024.0,NW,4.02,0,0,Sunday
19549,2012,3,13,27.0,-13,14.0,1023.0,SE,3.13,0,0,Sunday
19550,2012,3,14,33.0,-13,14.0,1022.0,SE,6.26,0,0,Sunday
19551,2012,3,15,35.0,-11,15.0,1021.0,SE,10.28,0,0,Sunday
19552,2012,3,16,35.0,-10,15.0,1020.0,SE,15.2,0,0,Sunday
19553,2012,3,17,37.0,-10,14.0,1020.0,SE,20.12,0,0,Sunday
19554,2012,3,18,50.0,-9,13.0,1020.0,SE,24.14,0,0,Sunday
19555,2012,3,19,68.0,-8,11.0,1020.0,SE,25.93,0,0,Sunday
19556,2012,3,20,83.0,-8,11.0,1021.0,SE,27.72,0,0,Sunday
19557,2012,3,21,93.0,-6,9.0,1021.0,SE,29.51,0,0,Sunday
19558,2012,3,22,115.0,-5,7.0,1021.0,SE,30.4,0,0,Sunday
19559,2012,3,23,124.0,-5,6.0,1021.0,cv,0.89,0,0,Sunday
19560,2012,3,0,118.0,-5,6.0,1021.0,SE,1.79,0,0,Monday
19561,2012,3,1,130.0,-5,5.0,1021.0,SE,3.58,0,0,Monday
19562,2012,3,2,118.0,-5,3.0,1020.0,cv,0.89,0,0,Monday
19563,2012,3,3,126.0,-5,1.0,1020.0,NE,0.89,0,0,Monday
19564,2012,3,4,128.0,-5,3.0,1020.0,NE,2.68,0,0,Monday
19565,2012,3,5,136.0,-5,2.0,1020.0,NE,4.47,0,0,Monday
19566,2012,3,6,152.0,-5,2.0,1021.0,NE,6.26,0,0,Monday
19567,2012,3,7,156.0,-4,2.0,1021.0,NW,1.79,0,0,Monday
19568,2012,3,8,148.0,-3,6.0,1021.0,NW,2.68,0,0,Monday
19569,2012,3,9,129.0,-5,8.0,1021.0,cv,0.89,0,0,Monday
19570,2012,3,10,131.0,-5,10.0,1021.0,NE,1.79,0,0,Monday
19571,2012,3,11,131.0,-5,12.0,1020.0,NE,3.58,0,0,Monday
19572,2012,3,12,133.0,-4,14.0,1019.0,SE,1.79,0,0,Monday
19573,2012,3,13,138.0,-4,16.0,1018.0,SE,4.92,0,0,Monday
19574,2012,3,14,144.0,-6,17.0,1017.0,cv,3.13,0,0,Monday
19575,2012,3,15,148.0,-4,18.0,1016.0,SE,3.13,0,0,Monday
19576,2012,3,16,147.0,-4,18.0,1015.0,SE,6.26,0,0,Monday
19577,2012,3,17,135.0,-3,18.0,1015.0,SE,9.39,0,0,Monday
19578,2012,3,18,134.0,-3,15.0,1016.0,SE,10.28,0,0,Monday
19579,2012,3,19,146.0,-2,13.0,1016.0,SE,11.17,0,0,Monday
19580,2012,3,20,204.0,-1,9.0,1017.0,cv,0.89,0,0,Monday
19581,2012,3,21,238.0,-2,8.0,1017.0,cv,1.78,0,0,Monday
19582,2012,3,22,237.0,-1,7.0,1018.0,NE,0.89,0,0,Monday
19583,2012,3,23,280.0,0,8.0,1018.0,SE,0.89,0,0,Monday
19584,2012,3,0,280.0,-1,5.0,1019.0,NW,3.13,0,0,Tuesday
19585,2012,3,1,283.0,1,5.0,1019.0,NW,4.02,0,0,Tuesday
19586,2012,3,2,250.0,-2,4.0,1019.0,NW,5.81,0,0,Tuesday
19587,2012,3,3,261.0,-2,4.0,1019.0,NW,8.94,0,0,Tuesday
19588,2012,3,4,235.0,-3,5.0,1019.0,NW,12.07,0,0,Tuesday
19589,2012,3,5,161.0,-3,5.0,1020.0,NW,13.86,0,0,Tuesday
19590,2012,3,6,139.0,-4,2.0,1020.0,NW,16.99,0,0,Tuesday
19591,2012,3,7,131.0,-2,5.0,1021.0,NW,20.12,0,0,Tuesday
19592,2012,3,8,152.0,-3,11.0,1022.0,NW,23.25,0,0,Tuesday
19593,2012,3,9,119.0,-5,15.0,1022.0,NW,26.38,0,0,Tuesday
19594,2012,3,10,87.0,-6,17.0,1022.0,NW,29.51,0,0,Tuesday
19595,2012,3,11,72.0,-8,20.0,1022.0,NW,32.64,0,0,Tuesday
19596,2012,3,12,49.0,-9,22.0,1021.0,NW,35.77,0,0,Tuesday
19597,2012,3,13,27.0,-12,23.0,1020.0,NW,40.69,0,0,Tuesday
19598,2012,3,14,26.0,-11,23.0,1019.0,NW,45.61,0,0,Tuesday
19599,2012,3,15,32.0,-11,24.0,1019.0,NW,52.76,0,0,Tuesday
19600,2012,3,16,31.0,-10,25.0,1018.0,NW,58.57,0,0,Tuesday
19601,2012,3,17,34.0,-10,23.0,1018.0,NE,1.79,0,0,Tuesday
19602,2012,3,18,42.0,-8,21.0,1019.0,SE,0.89,0,0,Tuesday
19603,2012,3,19,41.0,-10,21.0,1019.0,SE,4.02,0,0,Tuesday
19604,2012,3,20,56.0,-6,17.0,1020.0,SE,4.91,0,0,Tuesday
19605,2012,3,21,72.0,-4,13.0,1021.0,cv,0.89,0,0,Tuesday
19606,2012,3,22,95.0,-4,11.0,1022.0,cv,1.78,0,0,Tuesday
19607,2012,3,23,131.0,-4,10.0,1022.0,NE,0.89,0,0,Tuesday
19608,2012,3,0,117.0,-8,16.0,1023.0,NE,4.91,0,0,Wednesday
19609,2012,3,1,26.0,-9,16.0,1024.0,NE,8.93,0,0,Wednesday
19610,2012,3,2,16.0,-8,15.0,1024.0,NE,13.85,0,0,Wednesday
19611,2012,3,3,18.0,-8,14.0,1024.0,NE,16.98,0,0,Wednesday
19612,2012,3,4,3.0,-8,9.0,1025.0,NE,20.11,0,0,Wednesday
19613,2012,3,5,5.0,-8,10.0,1026.0,cv,0.45,0,0,Wednesday
19614,2012,3,6,40.0,-7,5.0,1026.0,cv,1.34,0,0,Wednesday
19615,2012,3,7,78.0,-4,8.0,1027.0,SE,1.79,0,0,Wednesday
19616,2012,3,8,97.0,-5,13.0,1027.0,NE,1.79,0,0,Wednesday
19617,2012,3,9,96.0,-5,15.0,1028.0,SE,1.79,0,0,Wednesday
19618,2012,3,10,62.0,-6,16.0,1027.0,SE,5.81,0,0,Wednesday
19619,2012,3,11,61.0,-5,18.0,1027.0,SE,10.73,0,0,Wednesday
19620,2012,3,12,58.0,-6,19.0,1026.0,SE,15.65,0,0,Wednesday
19621,2012,3,13,51.0,-5,19.0,1025.0,SE,20.57,0,0,Wednesday
19622,2012,3,14,59.0,-4,19.0,1023.0,SE,25.49,0,0,Wednesday
19623,2012,3,15,57.0,-4,19.0,1022.0,SE,32.64,0,0,Wednesday
19624,2012,3,16,48.0,-5,18.0,1021.0,SE,38.45,0,0,Wednesday
19625,2012,3,17,48.0,-4,17.0,1020.0,SE,44.26,0,0,Wednesday
19626,2012,3,18,41.0,-5,16.0,1020.0,SE,50.07,0,0,Wednesday
19627,2012,3,19,37.0,-5,14.0,1020.0,SE,54.99,0,0,Wednesday
